MES,sexo,Edad,Ciudad de residencia,Departamento,Programa de Gobierno,Proceso,Tipo de Colocado,pertenece_hidrocarburos,tipo_de_proyecto_hidrocarburos,Tipo Contrato,Sector,Departamente sede,Municipio sede
ENERO,F,47,BUCARAMANGA,SANTANDER,NA,CONTADORES DE MERCANCÍA,Indirecto por Direccionamiento,false,n/a,Obra,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,SANTANDER,BUCARAMANGA
ENERO,M,36,BUCARAMANGA,SANTANDER,NA,CONTADORES DE MERCANCÍA,Indirecto por Direccionamiento,false,n/a,Obra,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,SANTANDER,BUCARAMANGA
ENERO,F,20,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),SECRETARIA RECEPCIONISTA,Indirecto por Direccionamiento,false,n/a,Término Fijo,Educación,SANTANDER,BUCARAMANGA
ENERO,F,29,BUCARAMANGA,SANTANDER,NA,ASESOR/A COMERCIAL EXTERNO,Indirecto por Direccionamiento,false,n/a,Término Fijo,"Actividades profesionales, científicas, técnicas y servicios administrativos",SANTANDER,BUCARAMANGA
ENERO,M,33,FLORIDABLANCA,SANTANDER,NA,GUARDIA DE SEGURIDAD,Indirecto por Direccionamiento,false,n/a,Obra,Actividades de seguridad e investigación privada,SANTANDER,BUCARAMANGA
ENERO,M,20,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),Asesor Comercial,Indirecto por Direccionamiento,false,n/a,Término Indefinido,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",SANTANDER,BUCARAMANGA
ENERO,F,21,BUCARAMANGA,SANTANDER,"Migrantes, Generación empleo jóvenes (Estrategia Sacúdete)",AGENTE CALL CENTER,Indirecto por Direccionamiento,false,n/a,Término Fijo,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,SANTANDER,BUCARAMANGA
ENERO,F,25,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),GESTOR/A DE COMPRAS,Indirecto por Direccionamiento,false,n/a,Término Fijo,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
FEBRERO,F,21,BUCARAMANGA,SANTANDER,"Generación empleo jóvenes (Estrategia Sacúdete), Víctimas del conflicto armado",AUXILIAR CONTABLE Y ADMINISTRATIVO/A,Indirecto por Direccionamiento,false,n/a,Término Fijo,"Transformación de la madera y fabricación de productos de madera y de corcho, excepto muebles; fabricación de artículos de cestería y espartería",SANTANDER,BUCARAMANGA
FEBRERO,M,20,PIEDECUESTA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,26,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,25,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUXILIAR OPERATIVO (MENSAJERÍA Y BODEGA),Indirecto por Direccionamiento,false,n/a,Término Fijo,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",SANTANDER,BUCARAMANGA
FEBRERO,M,26,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),ASESORES COMERCIAL DE PUNTO DE VENTA,Indirecto por Direccionamiento,false,n/a,Obra,"Actividades profesionales, científicas, técnicas y servicios administrativos",SANTANDER,BUCARAMANGA
FEBRERO,F,26,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,25,BUCARAMANGA,SANTANDER,"40 Mil Primeros Empleos, Generación empleo jóvenes (Estrategia Sacúdete)",ASESOR COMERCIAL,Directo por Remisión,false,n/a,Término Fijo,Otras actividades de servicios personales,SANTANDER,BUCARAMANGA
FEBRERO,F,19,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUXILIAR CONTABLE,Directo por Remisión,false,n/a,Término Fijo,Actividades de servicios de comidas y bebidas,SANTANDER,BUCARAMANGA
FEBRERO,F,25,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,20,PIEDECUESTA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,21,SAN ALBERTO,CESAR,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
ENERO,F,28,BUCARAMANGA,SANTANDER,Migrantes,OPERADOR/A CALL CENTER - SIN EXPERIENCIA,Indirecto por Direccionamiento,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,GIRÓN
FEBRERO,F,26,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,27,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,29,BUCARAMANGA,SANTANDER,NA,Psicosocial,Indirecto por Direccionamiento,false,n/a,Obra,Otras actividades de servicios personales,SANTANDER,GIRÓN
FEBRERO,F,24,SABANA DE TORRES,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,33,PIEDECUESTA,SANTANDER,NA,AYUDANTE DE OBRA.,Indirecto por Direccionamiento,false,n/a,Obra,Obras de ingeniería civil,SANTANDER,BUCARAMANGA
FEBRERO,F,22,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,20,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,36,BUCARAMANGA,SANTANDER,NA,AUXILIAR CONTABLE,Indirecto por Direccionamiento,false,n/a,Término Fijo,Fabricación de sustancias y productos químicos,SANTANDER,BUCARAMANGA
FEBRERO,M,21,PIEDECUESTA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,26,GIRÓN,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,41,FLORIDABLANCA,SANTANDER,NA,AUXILIAR DE NOMINA Y SEGURIDAD SOCIAL,Directo por Remisión,false,n/a,Término Fijo,Obras de ingeniería civil,SANTANDER,BUCARAMANGA
FEBRERO,F,23,ITAGÜÍ,ANTIOQUIA,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,27,PIEDECUESTA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,28,BUCARAMANGA,SANTANDER,Migrantes,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,26,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,30,BUCARAMANGA,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,21,BUCARAMANGA,SANTANDER,NA,AUXILIAR LOGÍSTICO (PORTERO),Directo por Remisión,false,n/a,Término Indefinido,"Actividades profesionales, científicas, técnicas y servicios administrativos",SANTANDER,BUCARAMANGA
FEBRERO,F,23,PIEDECUESTA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,30,FLORIDABLANCA,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,45,BUCARAMANGA,SANTANDER,NA,TALLERISTA / COACH,Directo por Remisión,false,n/a,Prest. de Servicios,Actividades de empleo,SANTANDER,BUCARAMANGA
FEBRERO,F,25,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,23,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),TELEOPERADOR (CUSTOMER SERVICE REPRESENTATIVE),Indirecto por Direccionamiento,false,n/a,Obra,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,SANTANDER,FLORIDABLANCA
FEBRERO,F,45,BUCARAMANGA,SANTANDER,NA,INSTRUCTOR - CENTRO DE FORMACIÓN,Indirecto por Direccionamiento,false,n/a,Obra,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,SANTANDER,BUCARAMANGA
FEBRERO,F,28,BUCARAMANGA,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,34,BUCARAMANGA,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,26,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,21,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AYUDANTES DE OBRA,Indirecto por Direccionamiento,false,n/a,Término Fijo,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,SANTANDER,MÁLAGA
FEBRERO,M,19,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,20,CALI,VALLE DEL CAUCA,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,24,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,27,BUCARAMANGA,SANTANDER,"Generación empleo jóvenes (Estrategia Sacúdete), Víctimas del conflicto armado",AUXILIAR CONTABLE,Directo por Remisión,false,n/a,Término Fijo,Otras actividades de servicios personales,SANTANDER,BUCARAMANGA
FEBRERO,F,20,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,18,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,24,GIRÓN,SANTANDER,"Generación empleo jóvenes (Estrategia Sacúdete), Víctimas del conflicto armado",AUXILIAR CONTABLE,Indirecto por Direccionamiento,false,n/a,Término Fijo,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
FEBRERO,M,40,BUCARAMANGA,SANTANDER,NA,TÉCNICO MECÁNICO PROFESIONAL,Directo por Remisión,false,n/a,Término Fijo,Otras actividades de servicios personales,SANTANDER,BUCARAMANGA
FEBRERO,M,19,BUCARAMANGA,SANTANDER,"Migrantes, Generación empleo jóvenes (Estrategia Sacúdete)",OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,33,BUCARAMANGA,SANTANDER,NA,IMPULSADORA/ PRODUCTOS PIEL,Directo por Remisión,false,n/a,Término Indefinido,"Actividades profesionales, científicas, técnicas y servicios administrativos",SANTANDER,BUCARAMANGA
FEBRERO,F,24,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),ASESORES COMERCIAL DE PUNTO DE VENTA,Indirecto por Direccionamiento,false,n/a,Obra,"Actividades profesionales, científicas, técnicas y servicios administrativos",SANTANDER,BUCARAMANGA
FEBRERO,M,21,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,22,CÚCUTA,NORTE DE SANTANDER,"Generación empleo jóvenes (Estrategia Sacúdete), Víctimas del conflicto armado",OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,25,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OFICIOS VARIOS,Directo por Remisión,false,n/a,Término Indefinido,"Actividades profesionales, científicas, técnicas y servicios administrativos",SANTANDER,BUCARAMANGA
FEBRERO,F,32,BUCARAMANGA,SANTANDER,NA,AUXILIAR DE FACTURACIÓN,Indirecto por Direccionamiento,false,n/a,Término Fijo,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
FEBRERO,M,23,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,43,BUCARAMANGA,SANTANDER,NA,AUXILIAR OPERATIVO Y DE SERVICIO,Indirecto por Direccionamiento,false,n/a,Término Fijo,Otras actividades de servicios personales,SANTANDER,BUCARAMANGA
FEBRERO,F,20,PIEDECUESTA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
ABRIL,F,43,BUCARAMANGA,SANTANDER,NA,AUXILIAR OPERATIVO Y DE SERVICIO,Indirecto por Direccionamiento,false,n/a,Término Fijo,Otras actividades de servicios personales,SANTANDER,BUCARAMANGA
FEBRERO,F,26,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,27,PIEDECUESTA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,30,BUCARAMANGA,SANTANDER,NA,GESTOR EMPRESARIAL,Directo por Remisión,false,n/a,Prest. de Servicios,Actividades de empleo,SANTANDER,BUCARAMANGA
FEBRERO,F,20,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,20,BARRANCABERMEJA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,19,GIRÓN,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUXILIAR CONTABLE,Indirecto por Direccionamiento,false,n/a,Término Fijo,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
FEBRERO,F,26,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),Analista Experto Contable-Contador(a),Indirecto por Direccionamiento,false,n/a,Obra,Otras actividades de servicios personales,SANTANDER,BUCARAMANGA
FEBRERO,F,28,PIEDECUESTA,SANTANDER,Migrantes,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,22,PUERTO WILCHES,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,21,GIRÓN,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,29,FLORIDABLANCA,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,37,BUCARAMANGA,SANTANDER,NA,AUXILIAR CONTABLE,Indirecto por Direccionamiento,false,n/a,Término Fijo,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",SANTANDER,BUCARAMANGA
FEBRERO,M,27,GIRÓN,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),ASESOR COMERCIAL,Directo por Remisión,false,n/a,Término Indefinido,Otras actividades de servicios personales,SANTANDER,BUCARAMANGA
FEBRERO,F,43,BUCARAMANGA,SANTANDER,NA,PSICÓLOGA ORGANIZACIONAL,Directo por Remisión,false,n/a,Prest. de Servicios,Actividades de empleo,SANTANDER,BUCARAMANGA
FEBRERO,M,30,BUCARAMANGA,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,26,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,25,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,37,BUCARAMANGA,SANTANDER,NA,CONTADOR/A,Indirecto por Direccionamiento,false,n/a,Término Fijo,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",SANTANDER,BUCARAMANGA
FEBRERO,M,23,LA PAZ,CESAR,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,20,GIRÓN,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,47,BUCARAMANGA,SANTANDER,NA,CUIDADOR DOMICILIARIO - PRESTACIÓN DE SERVICIOS,Indirecto por Direccionamiento,false,n/a,Prest. de Servicios,Actividades de atención residencial medicalizada,SANTANDER,BUCARAMANGA
FEBRERO,M,26,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,29,BUCARAMANGA,SANTANDER,NA,PSICÓLOGA ORGANIZACIONAL,Directo por Remisión,false,n/a,Prest. de Servicios,Actividades de empleo,SANTANDER,BUCARAMANGA
FEBRERO,F,27,PIEDECUESTA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,20,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),ASESOR CALL CENTER - SIN EXPERIENCIA,Indirecto por Direccionamiento,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,GIRÓN
FEBRERO,F,26,BUCARAMANGA,SANTANDER,NA,IMPULSADORA/ PRODUCTOS PIEL,Directo por Remisión,false,n/a,Término Indefinido,"Actividades profesionales, científicas, técnicas y servicios administrativos",SANTANDER,BUCARAMANGA
FEBRERO,F,26,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,31,GIRÓN,SANTANDER,NA,AUXILIAR DE TALENTO HUMANO,Directo por Remisión,false,n/a,Término Indefinido,"Actividades profesionales, científicas, técnicas y servicios administrativos",SANTANDER,BUCARAMANGA
FEBRERO,F,27,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERARIO DE MANTENIMIENTO,Directo por Remisión,false,n/a,Término Indefinido,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",SANTANDER,BUCARAMANGA
FEBRERO,F,20,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),Operadores de call center,Indirecto por Direccionamiento,false,n/a,Término Fijo,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",SANTANDER,GIRÓN
FEBRERO,M,18,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,19,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,36,GIRÓN,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,20,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,22,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUXILIAR BODEGA,Directo por Remisión,false,n/a,Término Fijo,Otras actividades de servicios personales,SANTANDER,BUCARAMANGA
FEBRERO,F,31,BUCARAMANGA,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,27,GIRÓN,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,22,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,19,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUXILIAR DE REGISTRO,Directo por Remisión,false,n/a,Prest. de Servicios,Actividades de empleo,SANTANDER,BUCARAMANGA
FEBRERO,M,27,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,24,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,19,GIRÓN,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,20,PIEDECUESTA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,33,GIRÓN,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,26,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,45,BUCARAMANGA,SANTANDER,NA,COORDINADOR,Directo por Remisión,false,n/a,Prest. de Servicios,Actividades de empleo,SANTANDER,BUCARAMANGA
FEBRERO,F,34,FUNZA,CUNDINAMARCA,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,36,BUCARAMANGA,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,25,PIEDECUESTA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,F,19,PIEDECUESTA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
